record_id,project_id,tech_domain,department,cost,status,completion_pct,duration_months,milestones_missed,change_requests,risk_score
ERP2023270,P2023270,Cybersecurity,Consulting,8185856.33,Delayed,41,5,2,3,6
ERP2023271,P2023271,Blockchain,Development,3627471.79,On-Time,90,4,0,5,4
ERP2023272,P2023272,Digital Transformation,Data,910781484.69,Delayed,51,7,1,3,8
ERP2023273,P2023273,Data Analytics,Development,13858557.15,On-Time,97,16,0,0,2
ERP2023274,P2023274,Blockchain,Development,36845216.4,Completed Early,33,12,0,2,2
ERP2023275,P2023275,Cybersecurity,Data,1397096.63,Completed Early,88,1,1,4,1
ERP2023276,P2023276,AI/ML,Consulting,4927535.05,On-Time,100,7,0,0,3
ERP2023277,P2023277,IoT,Development,950038151.04,On-Time,85,7,1,0,5
ERP2023278,P2023278,Blockchain,Cloud,39250623.29,On-Time,91,10,0,3,2
ERP2023279,P2023279,Cybersecurity,Consulting,10467395.12,On-Time,97,5,0,3,2
ERP2023280,P2023280,Blockchain,Cloud,1417021.29,On-Time,97,1,1,2,5
ERP2023281,P2023281,Data Analytics,Data,2254917.45,Delayed,54,1,3,2,7
ERP2023282,P2023282,Digital Transformation,Consulting,2333753.07,On-Time,99,4,1,2,1
ERP2023283,P2023283,IoT,Development,740770596.34,On-Time,82,6,1,2,3
ERP2023284,P2023284,ERP Implementation,Data,1255157703.11,On-Time,86,8,0,2,2
ERP2023285,P2023285,ERP Implementation,Cloud,8359966.29,Delayed,34,8,0,2,3
ERP2023286,P2023286,IoT,Data,783566755.65,Completed Early,58,11,1,0,1
ERP2023287,P2023287,Digital Transformation,Cloud,645418077.31,On-Time,96,17,1,2,1
ERP2023288,P2023288,IoT,Development,818091624.73,On-Time,99,15,1,5,4
ERP2023289,P2023289,Data Analytics,Security,936669.23,On-Time,86,4,0,1,2
ERP2023290,P2023290,Cloud Migration,Cloud,35945311.31,Delayed,83,14,1,5,4
ERP2023291,P2023291,AI/ML,Development,34582976.35,Delayed,55,14,0,1,8
ERP2023292,P2023292,ERP Implementation,Development,818807185.51,On-Time,81,4,0,5,4
ERP2023293,P2023293,AI/ML,Data,1349819360.78,On-Time,87,1,0,3,4
ERP2023294,P2023294,Blockchain,Development,41794980.09,On-Time,81,15,0,3,5
ERP2023295,P2023295,ERP Implementation,Consulting,19434545.45,On-Time,93,10,1,5,5
ERP2023296,P2023296,AI/ML,Data,22808440.65,Completed Early,87,10,1,0,1
ERP2023297,P2023297,ERP Implementation,Development,1233040481.0,On-Time,98,15,0,4,5
ERP2023298,P2023298,AI/ML,Cloud,1986177.76,On-Time,86,12,1,4,5
ERP2023299,P2023299,Cybersecurity,Data,11332618.53,On-Time,100,6,0,2,5
ERP2023300,P2023300,AI/ML,Data,501270392.8,On-Time,97,6,0,3,2
ERP2023301,P2023301,AI/ML,Cloud,1135604140.8,On-Time,90,14,1,3,3
ERP2023302,P2023302,Digital Transformation,Security,7041869.93,On-Time,83,11,1,5,3
ERP2023303,P2023303,ERP Implementation,Consulting,9074160.4,Delayed,84,15,0,3,7
ERP2023304,P2023304,Digital Transformation,Development,23160330.58,Completed Early,56,10,1,0,5
ERP2023305,P2023305,AI/ML,Data,23817129.94,Completed Early,75,10,0,3,5
ERP2023306,P2023306,Cybersecurity,Development,568159923.75,On-Time,87,2,0,3,2
ERP2023307,P2023307,Data Analytics,Security,1118761264.08,On-Time,85,13,0,2,2
ERP2023308,P2023308,Digital Transformation,Cloud,669090530.67,On-Time,92,5,1,2,3
ERP2023309,P2023309,IoT,Data,584532113.63,On-Time,83,9,1,4,3
ERP2023310,P2023310,Cybersecurity,Cloud,509267827.29,On-Time,83,15,0,5,5
ERP2023311,P2023311,Data Analytics,Cloud,693100508.38,On-Time,83,3,0,2,4
ERP2023312,P2023312,IoT,Consulting,1006086059.26,Completed Early,71,16,1,5,5
ERP2023313,P2023313,IoT,Data,549251644.99,On-Time,83,13,0,3,1
ERP2023314,P2023314,Cloud Migration,Consulting,6776010.86,On-Time,97,9,0,2,4
ERP2023315,P2023315,IoT,Consulting,728010480.9,On-Time,92,17,0,5,5
ERP2023316,P2023316,AI/ML,Development,817312765.83,Completed Early,40,11,1,4,5
ERP2023317,P2023317,Data Analytics,Consulting,865120995.25,Completed Early,58,13,1,3,1
ERP2023318,P2023318,ERP Implementation,Cloud,5444598.23,On-Time,95,12,1,2,1
ERP2023319,P2023319,Data Analytics,Consulting,1496790395.52,On-Time,80,9,0,0,5
ERP2023320,P2023320,Digital Transformation,Data,15004839.48,On-Time,99,10,1,2,4
ERP2023321,P2023321,Cybersecurity,Security,8002010.3,On-Time,89,6,1,5,1
ERP2023322,P2023322,Blockchain,Data,642709135.35,Delayed,51,7,0,1,5
ERP2023323,P2023323,Data Analytics,Cloud,667095424.09,Delayed,38,10,3,4,6
ERP2023324,P2023324,Data Analytics,Cloud,1614764329.97,Delayed,84,4,0,3,3
ERP2023325,P2023325,Cloud Migration,Consulting,3130181.93,Delayed,70,10,1,3,2
ERP2023326,P2023326,Digital Transformation,Development,1311726524.42,On-Time,88,16,0,4,3
ERP2023327,P2023327,IoT,Security,16461138.09,Delayed,54,8,3,4,6
ERP2023328,P2023328,Blockchain,Data,612773419.09,On-Time,86,10,0,4,3
ERP2023329,P2023329,IoT,Consulting,1025317634.2,On-Time,97,17,1,2,4
ERP2023330,P2023330,AI/ML,Security,1345965025.49,On-Time,90,17,0,0,2
ERP2023331,P2023331,Cloud Migration,Development,1823371126.2,On-Time,94,4,0,3,1
ERP2023332,P2023332,Blockchain,Development,542295401.41,On-Time,83,7,0,1,5
ERP2023333,P2023333,Digital Transformation,Security,857954434.96,On-Time,91,4,1,0,5
ERP2023334,P2023334,Cybersecurity,Development,1477650.74,Delayed,55,1,3,5,4
ERP2023335,P2023335,Data Analytics,Cloud,490442.01,On-Time,87,3,1,3,1
ERP2023336,P2023336,Data Analytics,Security,2046363.0,Delayed,34,6,1,4,6
ERP2023337,P2023337,AI/ML,Consulting,2958369.66,On-Time,84,13,0,4,3
ERP2023338,P2023338,Blockchain,Security,984658975.61,Delayed,40,13,1,0,2
ERP2023339,P2023339,Blockchain,Development,911277575.86,On-Time,85,3,0,0,3
ERP2023340,P2023340,AI/ML,Data,29072078.7,On-Time,89,13,1,5,1
ERP2023341,P2023341,Digital Transformation,Security,752827301.02,On-Time,99,11,0,0,2
ERP2023342,P2023342,Blockchain,Cloud,43493419.42,On-Time,81,15,0,4,3
ERP2023343,P2023343,Digital Transformation,Development,1088336471.55,On-Time,89,16,0,4,3
ERP2023344,P2023344,Blockchain,Consulting,1310801.5,On-Time,100,3,0,4,5
ERP2023345,P2023345,Cybersecurity,Security,774084447.42,On-Time,94,7,1,1,1
ERP2023346,P2023346,Cloud Migration,Security,1233491360.92,Delayed,48,15,0,2,9
ERP2023347,P2023347,Data Analytics,Development,1061005229.4,On-Time,88,7,1,1,1
ERP2023348,P2023348,Cloud Migration,Development,704450811.72,On-Time,98,3,0,0,5
ERP2023349,P2023349,Blockchain,Consulting,13341252.68,On-Time,95,4,1,5,5
ERP2023350,P2023350,Blockchain,Development,2858779.61,Completed Early,64,4,0,4,2
ERP2023351,P2023351,Cybersecurity,Consulting,742035553.4,On-Time,81,5,0,3,2
ERP2023352,P2023352,Digital Transformation,Consulting,5653997.2,Delayed,89,5,0,3,9
ERP2023353,P2023353,Blockchain,Development,596778486.37,On-Time,94,5,0,4,1
ERP2023354,P2023354,ERP Implementation,Cloud,966889627.22,Delayed,59,12,0,3,8
ERP2023355,P2023355,ERP Implementation,Security,24613103.3,On-Time,96,10,0,3,4
ERP2023356,P2023356,Blockchain,Consulting,23777190.59,On-Time,91,14,1,3,3
ERP2023357,P2023357,IoT,Cloud,9635330.53,On-Time,87,12,0,0,2
ERP2023358,P2023358,Digital Transformation,Consulting,619712.66,On-Time,95,2,1,0,4
ERP2023359,P2023359,Cybersecurity,Data,559790956.65,On-Time,94,17,1,1,5
ERP2023360,P2023360,Digital Transformation,Cloud,2636634.72,On-Time,90,1,0,5,1
ERP2023361,P2023361,Cybersecurity,Data,1315242.04,On-Time,100,6,0,0,5
ERP2023362,P2023362,Digital Transformation,Consulting,37739344.36,Delayed,63,14,2,5,3
ERP2023363,P2023363,Cloud Migration,Security,603728437.88,On-Time,83,7,1,4,2
ERP2023364,P2023364,Cybersecurity,Consulting,2169846.52,Delayed,45,5,0,2,5
ERP2023365,P2023365,Blockchain,Security,27576448.9,On-Time,85,7,1,3,5
ERP2023366,P2023366,Blockchain,Consulting,744111673.62,On-Time,92,17,1,3,1
ERP2023367,P2023367,Data Analytics,Data,3536535.71,On-Time,91,10,0,5,1
ERP2023368,P2023368,Cloud Migration,Security,2606088.84,Delayed,31,1,1,0,8
ERP2023369,P2023369,Cybersecurity,Data,678243253.84,Completed Early,65,3,1,2,3
ERP2023370,P2023370,IoT,Consulting,842554311.12,On-Time,95,2,1,2,4
ERP2023371,P2023371,IoT,Development,905304365.91,On-Time,81,17,1,0,2
ERP2023372,P2023372,IoT,Consulting,537658070.79,On-Time,90,15,1,3,4
ERP2023373,P2023373,Blockchain,Development,14468280.6,On-Time,100,7,1,1,4
ERP2023374,P2023374,Digital Transformation,Consulting,24359901.56,On-Time,98,8,1,1,3
ERP2023375,P2023375,Blockchain,Consulting,1971357.67,On-Time,87,8,0,0,3
ERP2023376,P2023376,Cloud Migration,Consulting,26458565.71,On-Time,81,10,0,1,5
ERP2023377,P2023377,ERP Implementation,Development,8191642.18,On-Time,96,6,1,4,4
ERP2023378,P2023378,Data Analytics,Consulting,30951819.04,On-Time,82,12,0,1,3
ERP2023379,P2023379,Digital Transformation,Data,3116477464.37,On-Time,80,6,1,5,1
ERP2023380,P2023380,Blockchain,Consulting,1477091.19,On-Time,98,6,0,0,3
ERP2023381,P2023381,Blockchain,Development,3283543.57,On-Time,98,5,1,4,3
ERP2023382,P2023382,IoT,Development,616284.36,On-Time,92,1,1,2,2
ERP2023383,P2023383,Blockchain,Data,323110563.85,On-Time,88,14,0,4,4
ERP2023384,P2023384,Data Analytics,Consulting,1927224.16,On-Time,86,9,0,1,4
ERP2023385,P2023385,Data Analytics,Data,919585430.73,On-Time,86,14,1,3,1
ERP2023386,P2023386,Cloud Migration,Consulting,38922145.5,On-Time,90,17,0,5,4
ERP2023387,P2023387,ERP Implementation,Development,3902504.69,On-Time,97,2,0,3,5
ERP2023388,P2023388,ERP Implementation,Cloud,9323246.16,On-Time,82,8,1,3,3
ERP2023389,P2023389,IoT,Cloud,64191465.95,On-Time,91,17,1,2,2
ERP2023390,P2023390,Digital Transformation,Consulting,4488956.79,Delayed,86,4,1,3,7
ERP2023391,P2023391,Digital Transformation,Data,2744375.09,On-Time,99,4,1,1,4
ERP2023392,P2023392,Cybersecurity,Consulting,16959597.75,Delayed,89,15,2,4,10
ERP2023393,P2023393,Cloud Migration,Cloud,806606271.91,On-Time,85,3,1,1,5
ERP2023394,P2023394,Blockchain,Cloud,869277315.67,Delayed,55,6,1,4,8
ERP2023395,P2023395,Data Analytics,Data,973841718.63,On-Time,88,2,1,0,1
ERP2023396,P2023396,Data Analytics,Security,2540372.69,On-Time,90,4,1,3,5
ERP2023397,P2023397,Data Analytics,Security,2622361.91,On-Time,89,2,0,3,2
ERP2023398,P2023398,IoT,Development,26717628.76,Delayed,51,8,1,5,3
ERP2023399,P2023399,IoT,Development,878811706.94,On-Time,84,1,0,4,5
ERP2023400,P2023400,Cloud Migration,Consulting,716867883.7,Delayed,76,8,1,1,10
ERP2023401,P2023401,Cloud Migration,Data,1468138.23,On-Time,99,9,0,5,3
ERP2023402,P2023402,Cybersecurity,Consulting,719278257.1,Delayed,36,4,1,5,4
ERP2023403,P2023403,Digital Transformation,Cloud,38136248.95,On-Time,83,16,0,5,5
ERP2023404,P2023404,Cloud Migration,Cloud,1198397.53,On-Time,98,1,0,0,4
ERP2023405,P2023405,Data Analytics,Security,1455193467.94,On-Time,88,3,0,4,2
ERP2023406,P2023406,Blockchain,Development,3550458.78,On-Time,86,8,1,4,3
ERP2023407,P2023407,Cloud Migration,Consulting,19734956.36,On-Time,83,16,1,5,4
ERP2023408,P2023408,Data Analytics,Cloud,1160856783.82,On-Time,85,16,0,0,4
ERP2023409,P2023409,Data Analytics,Development,1276937659.56,On-Time,99,7,1,5,4
ERP2023410,P2023410,IoT,Data,921858818.73,On-Time,94,3,1,1,5
ERP2023411,P2023411,Blockchain,Data,988012114.19,On-Time,88,15,1,4,2
ERP2023412,P2023412,Digital Transformation,Development,19241934.84,On-Time,94,13,0,5,4
ERP2023413,P2023413,IoT,Consulting,1035573194.49,Delayed,41,11,1,3,10
ERP2023414,P2023414,IoT,Data,683622.58,On-Time,81,1,1,3,3
ERP2023415,P2023415,IoT,Development,14618727.73,On-Time,95,11,1,2,4
ERP2023416,P2023416,Digital Transformation,Cloud,914567884.28,On-Time,86,1,1,1,1
ERP2023417,P2023417,Blockchain,Cloud,786524409.04,On-Time,86,7,1,5,5
ERP2023418,P2023418,Blockchain,Data,18841538.63,On-Time,97,17,1,2,3
ERP2023419,P2023419,Cybersecurity,Cloud,37725905.95,On-Time,89,12,0,0,2
ERP2023420,P2023420,Cloud Migration,Consulting,1147638.4,On-Time,97,1,1,3,1
ERP2023421,P2023421,ERP Implementation,Development,838048998.66,Delayed,62,6,1,1,3
ERP2023422,P2023422,Data Analytics,Cloud,5364054.77,On-Time,81,2,1,0,5
ERP2023423,P2023423,Cloud Migration,Data,15742054.55,On-Time,92,9,1,0,4
ERP2023424,P2023424,IoT,Consulting,8398633.1,On-Time,96,7,0,4,4
ERP2023425,P2023425,Data Analytics,Data,783692472.28,On-Time,99,3,0,3,5
ERP2023426,P2023426,AI/ML,Cloud,6776628.01,On-Time,97,8,0,2,2
ERP2023427,P2023427,AI/ML,Consulting,652430409.44,On-Time,83,4,1,5,2
ERP2023428,P2023428,Digital Transformation,Data,17301155.53,On-Time,80,17,0,3,1
ERP2023429,P2023429,IoT,Development,1147992654.71,On-Time,87,10,0,2,1
ERP2023430,P2023430,Digital Transformation,Data,23607237.31,Delayed,83,12,1,1,3
ERP2023431,P2023431,Digital Transformation,Security,564387718.82,On-Time,85,14,0,5,5
ERP2023432,P2023432,ERP Implementation,Security,884815.79,On-Time,94,5,0,0,1
ERP2023433,P2023433,Digital Transformation,Development,3153363.85,On-Time,95,14,1,3,1
ERP2023434,P2023434,Digital Transformation,Data,788442120.88,On-Time,99,3,1,0,5
ERP2023435,P2023435,ERP Implementation,Security,1001177143.78,On-Time,93,2,1,4,1
ERP2023436,P2023436,Blockchain,Data,402824470.19,On-Time,92,16,1,0,3
ERP2023437,P2023437,AI/ML,Development,1018282744.68,On-Time,97,7,1,5,3
ERP2023438,P2023438,IoT,Consulting,909877794.81,On-Time,81,4,1,1,2
ERP2023439,P2023439,Digital Transformation,Consulting,31559114.96,Delayed,88,17,1,3,2
ERP2023440,P2023440,Cloud Migration,Consulting,814731710.63,On-Time,84,12,1,0,5
ERP2023441,P2023441,AI/ML,Consulting,640554418.73,On-Time,100,12,1,1,4
ERP2023442,P2023442,AI/ML,Data,3952289.94,On-Time,93,13,0,2,5
ERP2023443,P2023443,Cybersecurity,Cloud,674777074.05,Delayed,65,7,1,3,8
ERP2023444,P2023444,Data Analytics,Data,854563220.49,On-Time,82,1,1,0,3
ERP2023445,P2023445,Blockchain,Consulting,547778703.16,On-Time,91,16,0,0,4
ERP2023446,P2023446,Data Analytics,Security,566134103.96,On-Time,92,13,1,1,4
ERP2023447,P2023447,Data Analytics,Cloud,876178975.46,Delayed,47,5,3,3,2
ERP2023448,P2023448,AI/ML,Cloud,966693294.15,Completed Early,74,4,0,3,5
ERP2023449,P2023449,Data Analytics,Cloud,3151539.0,On-Time,84,10,0,1,5
ERP2023450,P2023450,ERP Implementation,Security,590680272.92,On-Time,82,7,1,5,5
ERP2023451,P2023451,IoT,Data,761322792.65,On-Time,96,1,1,1,1
ERP2023452,P2023452,Digital Transformation,Development,898370181.17,Delayed,35,12,3,0,1
ERP2023453,P2023453,Blockchain,Development,1192994485.34,Delayed,34,2,1,3,8
ERP2023454,P2023454,Blockchain,Development,35858055.58,On-Time,91,14,0,3,4
ERP2023455,P2023455,Digital Transformation,Data,12900730.1,Delayed,70,14,1,1,7
ERP2023456,P2023456,IoT,Cloud,20045220.04,Delayed,82,8,1,3,7
ERP2023457,P2023457,IoT,Development,12262043.55,On-Time,94,10,0,0,3
ERP2023458,P2023458,AI/ML,Cloud,1086374170.23,On-Time,86,6,0,3,5
ERP2023459,P2023459,AI/ML,Cloud,1176305308.47,Delayed,45,16,0,3,2
ERP2023460,P2023460,ERP Implementation,Development,2919525.53,On-Time,92,7,1,3,4
ERP2023461,P2023461,IoT,Cloud,868737455.7,Delayed,63,14,3,0,6
ERP2023462,P2023462,IoT,Development,4965629.01,On-Time,83,12,0,5,1
ERP2023463,P2023463,AI/ML,Consulting,11439178.82,On-Time,92,14,0,4,4
ERP2023464,P2023464,AI/ML,Cloud,5979590.46,Completed Early,49,9,0,1,3
ERP2023465,P2023465,IoT,Security,859733312.1,On-Time,80,13,0,0,3
ERP2023466,P2023466,Cybersecurity,Data,19056857.2,On-Time,80,15,0,0,4
ERP2023467,P2023467,ERP Implementation,Security,989030726.26,Delayed,85,1,2,5,1
ERP2023468,P2023468,Blockchain,Data,3455038.58,On-Time,100,6,0,5,2
ERP2023469,P2023469,Data Analytics,Data,1207442936.05,On-Time,87,5,1,0,3
ERP2023470,P2023470,Cybersecurity,Cloud,13776655.48,Delayed,83,16,1,1,3
ERP2023471,P2023471,Blockchain,Development,4183855.43,Delayed,30,6,3,4,5
ERP2023472,P2023472,Cloud Migration,Cloud,10845135.9,On-Time,85,9,0,3,5
ERP2023473,P2023473,IoT,Cloud,458750872.84,On-Time,94,11,1,5,3
ERP2023474,P2023474,Data Analytics,Development,802631508.82,On-Time,81,2,0,0,4
ERP2023475,P2023475,Data Analytics,Consulting,14782441.96,Delayed,34,15,2,3,5
ERP2023476,P2023476,Digital Transformation,Data,728897152.4,On-Time,80,14,1,2,1
ERP2023477,P2023477,Data Analytics,Data,598937601.94,On-Time,92,13,1,5,2
ERP2023478,P2023478,IoT,Security,19791124.79,Delayed,31,9,3,5,5
ERP2023479,P2023479,Data Analytics,Cloud,12837566.79,On-Time,90,8,0,3,3
ERP2023480,P2023480,Digital Transformation,Cloud,769910128.52,On-Time,93,11,1,4,4
ERP2023481,P2023481,Cloud Migration,Security,12682949.44,Delayed,85,9,1,0,5
ERP2023482,P2023482,Blockchain,Security,766318327.79,Delayed,37,10,3,2,3
ERP2023483,P2023483,IoT,Cloud,466823645.22,On-Time,81,1,0,3,3
ERP2023484,P2023484,Cloud Migration,Consulting,899298.81,On-Time,90,5,0,5,4
ERP2023485,P2023485,ERP Implementation,Development,606996155.68,On-Time,100,8,0,1,4
ERP2023486,P2023486,Cloud Migration,Data,7472602.34,On-Time,90,9,1,4,5
ERP2023487,P2023487,ERP Implementation,Development,11383296.6,Delayed,54,11,2,1,5
ERP2023488,P2023488,IoT,Consulting,37448083.0,Delayed,76,12,3,4,2
ERP2023489,P2023489,Cloud Migration,Consulting,1442413241.58,On-Time,96,8,1,2,5
ERP2023490,P2023490,Blockchain,Data,402923899.59,On-Time,89,14,0,5,1
ERP2023491,P2023491,Data Analytics,Development,17311789.03,On-Time,98,9,1,4,4
ERP2023492,P2023492,Blockchain,Cloud,853194.39,On-Time,95,2,0,1,2
ERP2023493,P2023493,ERP Implementation,Data,26451752.61,On-Time,95,11,1,0,3
ERP2023494,P2023494,Cybersecurity,Data,1233987374.81,Delayed,89,17,0,4,7
ERP2023495,P2023495,Digital Transformation,Development,3801531.02,On-Time,82,9,0,2,1
ERP2023496,P2023496,IoT,Data,26765917.71,On-Time,96,9,0,5,5
ERP2023497,P2023497,IoT,Cloud,973814473.86,On-Time,87,10,1,5,4
ERP2023498,P2023498,Cybersecurity,Data,3031438.17,On-Time,85,2,0,4,2
ERP2023499,P2023499,IoT,Consulting,26737161.45,Delayed,68,16,1,5,2
