tender_id,client_name,tech_domain,service_type,communication_channel,estimated_value,margin_pct,industry,team_size,status,is_rfp,submission_date,decision_date,complexity
T2023102,Blair PLC Solutions,AI/ML,Optimization,LinkedIn,958343424.52,39.98,AI/ML,8,Submitted,False,2022-03-11,2021-02-08,Medium
T2023103,"Ross, Robinson and Bright Solutions",ERP Implementation,Optimization,Email,1886813708.02,12.89,ERP Implementation,11,Awarded,True,2022-11-05,2021-03-25,Medium
T2023104,Rodriguez-Graham Systems,AI/ML,Optimization,LinkedIn,1115429505.09,33.39,AI/ML,4,Awarded,True,2023-08-01,2023-10-10,Medium
T2023105,Abbott-Munoz Systems,Blockchain,Integration,LinkedIn,1420996583.55,46.64,Blockchain,3,Awarded,True,2021-09-22,2022-04-08,High
T2023106,Frazier Inc Systems,Data Analytics,Training,Referral,2302487696.3,30.28,Data Analytics,4,Lost,True,2023-03-28,2022-07-07,Low
T2023107,"Flowers, Martin and Kelly Technologies",Digital Transformation,Assessment,Referral,1588581501.25,18.78,Digital Transformation,5,Awarded,True,2021-11-12,2021-10-04,Medium
T2023108,"Reid, Ferguson and Sanchez Technologies",Digital Transformation,Managed Services,Email,1303518472.42,22.29,IoT,5,Awarded,False,2023-11-16,2022-03-16,Medium
T2023109,James Group Systems,ERP Implementation,Strategy,Conference,1400515200.0,27.64,ERP Implementation,14,Awarded,False,2022-01-17,2023-07-09,Medium
T2023110,BlockChain Innovations,Blockchain,Integration,LinkedIn,1659044183.11,42.69,Blockchain,10,Submitted,True,2021-11-14,2023-11-11,Medium
T2023111,Frazier Inc Systems,Data Analytics,Strategy,LinkedIn,934939499.54,26.18,Data Analytics,9,Lost,True,2021-11-01,2021-10-19,Medium
T2023112,Dudley Group Systems,IoT,Training,LinkedIn,666698382.98,26.78,IoT,3,Submitted,True,2021-08-09,2023-12-12,Medium
T2023113,IoT Connect,IoT,Managed Services,Referral,863748994.79,42.28,IoT,7,Submitted,True,2023-10-29,2021-03-05,Low
T2023114,"Dyer, Potter and Mack Solutions",AI/ML,Strategy,Conference,1106769544.76,33.89,AI/ML,7,Submitted,False,2022-09-02,2022-11-04,Medium
T2023115,"Watts, Robinson and Nguyen Technologies",Blockchain,Managed Services,Conference,1536044500.21,41.54,Data Analytics,7,Lost,False,2022-01-19,2022-04-08,Low
T2023116,"Romero, Gonzalez and Brooks Labs",Digital Transformation,Assessment,Referral,1009612112.91,26.3,Blockchain,4,Awarded,True,2021-08-27,2021-02-27,Low
T2023117,Perez Inc Solutions,AI/ML,Integration,LinkedIn,1308999921.79,34.16,AI/ML,8,Awarded,True,2023-01-09,2023-04-19,High
T2023118,BlockChain Innovations,Blockchain,Optimization,LinkedIn,1947785555.75,38.76,Blockchain,4,Submitted,False,2021-02-24,2022-04-04,Medium
T2023119,Doyle Ltd Solutions,Digital Transformation,Strategy,Conference,1499231701.44,24.45,Digital Transformation,6,Awarded,True,2023-08-29,2023-06-14,Low
T2023120,"Mcclain, Miller and Henderson Solutions",Blockchain,Strategy,Email,1710065372.44,43.31,Data Analytics,10,Lost,True,2022-02-17,2022-09-26,Medium
T2023121,"Flowers, Martin and Kelly Technologies",Digital Transformation,Assessment,LinkedIn,815005724.08,22.91,Digital Transformation,9,Lost,False,2022-08-19,2021-04-16,Medium
T2023122,Morales-Jones Technologies,Digital Transformation,Implementation,Referral,989141754.88,24.0,Digital Transformation,10,Awarded,True,2023-05-15,2022-11-08,Medium
T2023123,Abbott-Munoz Systems,IoT,Assessment,Referral,1433900921.89,29.36,Blockchain,4,Awarded,True,2023-07-08,2023-07-13,Low
T2023124,Blair PLC Solutions,Blockchain,Training,LinkedIn,1210303210.08,46.19,AI/ML,6,Submitted,False,2022-11-26,2023-09-17,Low
T2023125,Blair PLC Solutions,IoT,Optimization,Email,2004017519.45,33.54,AI/ML,8,Awarded,False,2021-11-28,2022-03-31,Medium
T2023126,"Romero, Gonzalez and Brooks Labs",Blockchain,Implementation,LinkedIn,2624772895.47,41.2,Blockchain,5,Submitted,True,2023-05-02,2023-11-08,Medium
T2023127,"Gardner, Robinson and Lawrence Technologies",AI/ML,Managed Services,Email,709113709.14,37.83,AI/ML,6,Awarded,True,2023-10-29,2021-04-06,High
T2023128,"Mcclure, Ward and Lee Systems",Data Analytics,Training,Conference,1348289777.02,31.77,Data Analytics,4,Submitted,True,2022-11-28,2023-01-28,High
T2023129,"Hoffman, Baker and Richards Systems",Cybersecurity,Training,LinkedIn,1471737752.87,36.45,Cybersecurity,8,Awarded,False,2023-06-16,2023-08-25,High
T2023130,ERP Masters,Cloud Migration,Training,Referral,832934701.99,24.31,ERP Implementation,8,Submitted,True,2022-02-25,2023-02-10,Low
T2023131,Blair PLC Solutions,Blockchain,Implementation,Conference,931772405.5,38.95,AI/ML,4,Awarded,True,2021-10-10,2021-10-09,High
T2023132,Gray-Mayo Systems,AI/ML,Managed Services,LinkedIn,1434853801.25,32.1,Digital Transformation,7,Submitted,True,2022-06-29,2023-03-04,High
T2023133,"Adams, Zuniga and Wong Technologies",Blockchain,Optimization,Conference,1353766761.76,48.35,Blockchain,5,Awarded,True,2022-04-13,2021-11-09,High
T2023134,"Adams, Zuniga and Wong Technologies",Blockchain,Strategy,Email,1374197937.17,34.02,Blockchain,8,Awarded,False,2023-11-26,2021-06-22,Low
T2023135,Arnold Ltd Solutions,Digital Transformation,Strategy,Referral,1001555779.71,27.98,Digital Transformation,9,Awarded,True,2021-11-06,2021-05-29,High
T2023136,"Baker, Mason and White Solutions",Digital Transformation,Integration,Conference,1207915202.51,21.33,Cloud Migration,7,Awarded,False,2021-01-17,2022-08-26,High
T2023137,Carlson-Cruz Labs,IoT,Training,Conference,1460784429.9,28.08,Cybersecurity,6,Awarded,True,2023-06-25,2023-01-08,High
T2023138,Frazier Inc Systems,Data Analytics,Strategy,LinkedIn,1363901271.51,27.4,Data Analytics,7,Submitted,True,2021-09-16,2024-01-01,High
T2023139,Blair PLC Solutions,AI/ML,Training,LinkedIn,1054695344.18,30.56,AI/ML,6,Awarded,True,2021-02-17,2021-03-29,High
T2023140,Baker and Sons Systems,Blockchain,Integration,LinkedIn,1075342802.09,43.61,Blockchain,7,Awarded,True,2021-05-03,2023-03-05,Medium
T2023141,"Walter, Edwards and Rios Technologies",Data Analytics,Assessment,LinkedIn,1066730738.15,36.63,Data Analytics,4,Submitted,False,2023-07-18,2022-12-26,High
T2023142,"Romero, Gonzalez and Brooks Labs",Data Analytics,Integration,LinkedIn,1590847179.45,29.12,Blockchain,7,Awarded,False,2021-10-14,2023-03-15,Medium
T2023143,"Henderson, Ramirez and Lewis Solutions",AI/ML,Optimization,LinkedIn,709103912.2,27.91,AI/ML,5,Awarded,True,2021-10-28,2023-06-21,High
T2023144,BlockChain Innovations,Blockchain,Assessment,LinkedIn,1756397213.23,32.37,Blockchain,5,Submitted,True,2023-12-14,2023-05-05,Medium
T2023145,Wilkerson-Day Systems,Digital Transformation,Assessment,Conference,2590754711.68,19.24,IoT,9,Awarded,False,2023-05-04,2021-12-30,Low
T2023146,"Rodriguez, Figueroa and Sanchez Technologies",Cloud Migration,Integration,Conference,1271064620.28,22.18,Cloud Migration,9,Submitted,True,2021-11-18,2024-03-20,Medium
T2023147,ERP Masters,ERP Implementation,Managed Services,Conference,2195296920.07,27.71,ERP Implementation,9,Awarded,True,2021-11-10,2021-09-29,Medium
T2023148,Galloway-Wyatt Technologies,IoT,Implementation,Conference,1728059860.39,42.31,IoT,5,Awarded,True,2022-09-17,2022-09-03,Medium
T2023149,"Romero, Gonzalez and Brooks Labs",Blockchain,Strategy,LinkedIn,1436554483.68,45.12,Blockchain,8,Lost,True,2022-09-27,2023-08-15,High
T2023150,James Group Systems,ERP Implementation,Optimization,Referral,1019317949.97,23.89,ERP Implementation,10,Submitted,True,2023-07-11,2023-08-08,Low
T2023151,Harrell LLC Solutions,ERP Implementation,Assessment,Referral,1201387459.11,15.91,ERP Implementation,14,Submitted,True,2021-04-04,2023-07-27,High
T2023152,Frazier Inc Systems,Data Analytics,Training,LinkedIn,1049717444.25,27.15,Data Analytics,3,Awarded,False,2022-09-25,2024-03-25,Medium
T2023153,Frazier Inc Systems,Data Analytics,Training,LinkedIn,1601724729.5,31.48,Data Analytics,3,Awarded,False,2023-10-27,2021-03-10,Low
T2023154,Baker and Sons Systems,Blockchain,Implementation,LinkedIn,1873387831.48,40.44,Blockchain,6,Lost,False,2023-06-29,2021-07-23,High
T2023155,Burton Ltd Solutions,Cybersecurity,Optimization,Conference,1134726444.99,24.29,Cybersecurity,7,Lost,True,2022-01-05,2023-05-30,Low
T2023156,Wilkerson-Day Systems,IoT,Strategy,LinkedIn,686965268.68,28.42,IoT,4,Awarded,True,2022-01-10,2022-07-08,High
T2023157,Doyle Ltd Solutions,Digital Transformation,Strategy,Conference,1159472533.87,21.59,Digital Transformation,5,Awarded,True,2021-02-25,2021-05-30,Medium
T2023158,IoT Connect,IoT,Managed Services,Conference,1453149031.41,39.57,IoT,8,Awarded,False,2021-09-05,2021-05-17,Medium
T2023159,Burton Ltd Solutions,Cybersecurity,Assessment,Conference,2097439283.66,24.88,Cybersecurity,8,Lost,True,2022-10-14,2023-09-09,Medium
T2023160,AI Nexus,AI/ML,Strategy,LinkedIn,1432066853.82,41.11,AI/ML,5,Submitted,False,2021-07-27,2022-06-19,High
T2023161,Frazier Inc Systems,Digital Transformation,Strategy,Conference,901818202.13,20.87,Data Analytics,10,Lost,True,2021-10-19,2023-03-06,Medium
T2023162,"Mcclain, Miller and Henderson Solutions",IoT,Strategy,Email,1667147409.62,30.14,Data Analytics,10,Submitted,True,2022-08-16,2022-01-08,Low
T2023163,Perez Inc Solutions,AI/ML,Managed Services,LinkedIn,1910686306.93,44.42,AI/ML,7,Lost,True,2023-11-12,2022-08-30,Low
T2023164,"Romero, Gonzalez and Brooks Labs",Blockchain,Assessment,LinkedIn,859507448.64,37.56,Blockchain,4,Awarded,False,2022-07-27,2023-07-04,Medium
T2023165,"Walter, Edwards and Rios Technologies",ERP Implementation,Integration,Referral,707482512.11,20.7,Data Analytics,13,Submitted,False,2023-07-17,2022-08-13,Medium
T2023166,Arnold Ltd Solutions,Digital Transformation,Strategy,Conference,1150513847.1,23.62,Digital Transformation,8,Lost,True,2021-01-05,2023-10-03,Low
T2023167,TechNovate Solutions,Digital Transformation,Optimization,Conference,745335014.23,19.67,Digital Transformation,10,Awarded,True,2021-06-08,2024-02-08,Low
T2023168,"Dyer, Potter and Mack Solutions",AI/ML,Optimization,LinkedIn,1024986242.08,37.57,AI/ML,7,Awarded,True,2021-01-18,2021-10-13,Medium
T2023169,"Guzman, Hoffman and Baldwin Technologies",IoT,Optimization,LinkedIn,508042983.42,26.15,IoT,3,Submitted,False,2023-01-03,2022-02-27,Low
T2023170,Carlson-Cruz Labs,Cybersecurity,Implementation,Referral,2046569385.89,29.86,Cybersecurity,5,Lost,False,2021-03-17,2022-08-28,Medium
T2023171,"Baker, Mason and White Solutions",Data Analytics,Strategy,LinkedIn,1048499993.39,36.31,Cloud Migration,9,Lost,True,2023-10-09,2022-01-15,Medium
T2023172,"Dyer, Potter and Mack Solutions",Cybersecurity,Integration,LinkedIn,1384199118.86,26.99,AI/ML,5,Submitted,True,2022-04-12,2024-01-07,High
T2023173,Abbott-Munoz Systems,Blockchain,Integration,Conference,1316566237.45,35.01,Blockchain,7,Awarded,True,2023-05-25,2021-05-17,High
T2023174,Arnold Ltd Solutions,Digital Transformation,Strategy,Email,1737712180.37,25.83,Digital Transformation,7,Awarded,True,2023-01-11,2023-12-26,High
T2023175,Harrell LLC Solutions,ERP Implementation,Training,LinkedIn,1131322516.52,19.5,ERP Implementation,14,Awarded,True,2022-02-03,2022-12-17,Low
T2023176,"Ross, Robinson and Bright Solutions",Data Analytics,Strategy,Email,938404051.52,23.61,ERP Implementation,9,Lost,True,2022-11-06,2022-10-29,Low
T2023177,"Ferrell, Rice and Maddox Systems",IoT,Training,Conference,1342722264.81,30.87,IoT,3,Awarded,False,2022-05-28,2022-06-21,Low
T2023178,"Henderson, Ramirez and Lewis Solutions",AI/ML,Optimization,Referral,945100277.68,39.57,AI/ML,8,Submitted,True,2023-06-18,2021-08-14,Medium
T2023179,"Snyder, Campos and Callahan Technologies",Digital Transformation,Assessment,Email,1108660313.6,29.46,Digital Transformation,3,Awarded,False,2021-05-14,2021-10-19,Low
T2023180,Gray-Mayo Systems,Digital Transformation,Strategy,Conference,961102648.26,21.89,Digital Transformation,9,Submitted,True,2021-04-17,2022-09-26,High
T2023181,"Flowers, Martin and Kelly Technologies",Digital Transformation,Optimization,Referral,1567846561.48,9.88,Digital Transformation,6,Awarded,True,2021-01-22,2023-08-17,Medium
T2023182,"Reid, Ferguson and Sanchez Technologies",Cloud Migration,Assessment,LinkedIn,1105271686.52,28.68,IoT,8,Awarded,True,2021-08-10,2021-08-29,Low
T2023183,"Baker, Mason and White Solutions",Cloud Migration,Training,Referral,1403924048.1,25.33,Cloud Migration,11,Submitted,True,2022-12-29,2023-06-12,Medium
T2023184,Carlson-Cruz Labs,Cybersecurity,Strategy,LinkedIn,1026108651.03,22.19,Cybersecurity,4,Submitted,True,2023-11-17,2023-02-02,Medium
T2023185,Baker and Sons Systems,Cybersecurity,Managed Services,Conference,825474105.05,33.97,Blockchain,8,Submitted,False,2023-11-27,2021-11-23,Low
T2023186,"Walter, Edwards and Rios Technologies",AI/ML,Implementation,LinkedIn,800526935.03,36.47,Data Analytics,5,Awarded,True,2021-05-21,2022-12-31,Low
T2023187,Perez Inc Solutions,AI/ML,Integration,Email,1189814005.9,37.33,AI/ML,8,Awarded,True,2022-11-19,2022-10-06,Medium
T2023188,"Mcclain, Miller and Henderson Solutions",Data Analytics,Assessment,Referral,1705590266.82,19.92,Data Analytics,3,Submitted,True,2022-04-02,2022-05-17,Medium
T2023189,"Gardner, Robinson and Lawrence Technologies",AI/ML,Optimization,Conference,943096857.94,31.33,AI/ML,6,Awarded,True,2022-01-13,2021-02-13,Medium
T2023190,AI Nexus,AI/ML,Managed Services,LinkedIn,1697371107.63,36.0,AI/ML,5,Awarded,True,2023-01-08,2021-04-30,High
T2023191,"Guzman, Hoffman and Baldwin Technologies",IoT,Integration,LinkedIn,1225064379.11,26.92,IoT,7,Submitted,False,2022-05-19,2022-01-31,Low
T2023192,Davis and Sons Technologies,Cloud Migration,Assessment,LinkedIn,1480561080.26,27.14,Cloud Migration,10,Awarded,False,2022-11-25,2022-04-06,Medium
T2023193,"Henderson, Ramirez and Lewis Solutions",AI/ML,Training,LinkedIn,1077217244.34,35.88,AI/ML,5,Lost,False,2023-06-08,2021-06-13,Low
T2023194,"Rodriguez, Figueroa and Sanchez Technologies",Data Analytics,Managed Services,Conference,1234088458.1,23.86,Cloud Migration,8,Awarded,False,2022-05-16,2021-05-05,High
T2023195,"Snyder, Campos and Callahan Technologies",Digital Transformation,Managed Services,Conference,500616118.06,16.64,Digital Transformation,5,Submitted,True,2022-07-28,2021-10-16,High
T2023196,"Snyder, Campos and Callahan Technologies",Data Analytics,Optimization,Referral,1577229606.44,30.18,Digital Transformation,10,Awarded,True,2023-11-08,2023-04-05,High
T2023197,Frazier Inc Systems,ERP Implementation,Implementation,Conference,888314200.33,8.19,Data Analytics,15,Awarded,True,2023-09-17,2023-11-10,Medium
T2023198,"Snyder, Campos and Callahan Technologies",Digital Transformation,Implementation,Email,2229412466.79,25.1,Digital Transformation,3,Submitted,True,2022-04-26,2023-04-21,Medium
T2023199,"Reid, Ferguson and Sanchez Technologies",Cybersecurity,Managed Services,Email,966657107.68,30.1,IoT,6,Awarded,True,2021-06-22,2022-09-27,Medium
